date;dem_yield2;dem_yield5;dem_yield10;dem_yield30;us_yield2;us_yield5;us_yield10;us_yield30;;;;
01/01/2010;1.332;2.423;3.387;4.112;1.1356;2.6788;3.835;4.6281;;;;
04/01/2010;1.347;2.426;3.391;4.079;1.0638;2.635;3.8155;4.6431;;;;
05/01/2010;1.286;2.391;3.373;4.083;1.008;2.5611;3.7608;4.6091;;;;
06/01/2010;1.294;2.412;3.381;4.115;0.992;2.5913;3.8215;4.6875;;;;
07/01/2010;1.264;2.388;3.37;4.107;1.024;2.6115;3.8235;4.6855;;;;
08/01/2010;1.244;2.39;3.385;4.111;0.9759;2.5912;3.8297;4.715;;;;
11/01/2010;1.225;2.361;3.347;4.103;0.9357;2.5575;3.818;4.7314;;;;
12/01/2010;1.21;2.331;3.313;4.075;0.9034;2.4735;3.7108;4.6171;;;;
13/01/2010;1.198;2.419;3.303;4.086;0.9597;2.5372;3.7908;4.712;;;;
14/01/2010;1.179;2.401;3.298;4.069;0.9193;2.4935;3.7382;4.6271;;;;
15/01/2010;1.135;2.361;3.262;4.028;0.8621;2.4159;3.6744;4.5814;;;;
18/01/2010;1.141;2.359;3.248;4.019;0.8619;2.4158;3.6745;4.5814;;;;
19/01/2010;1.178;2.391;3.277;4.041;0.8862;2.446;3.6919;4.5873;;;;
20/01/2010;1.134;2.323;3.223;4.017;0.8698;2.4123;3.6474;4.5342;;;;
21/01/2010;1.12;2.3;3.207;4.009;0.829;2.3419;3.5858;4.4932;;;;
22/01/2010;1.112;2.294;3.215;4.008;0.7875;2.3414;3.6071;4.5312;;;;
25/01/2010;1.11;2.295;3.217;4.01;0.8117;2.3614;3.6265;4.5469;;;;
26/01/2010;1.119;2.288;3.207;3.987;0.8033;2.3411;3.6188;4.5528;;;;
27/01/2010;1.131;2.287;3.2;3.959;0.9146;2.3913;3.6479;4.5627;;;;
28/01/2010;1.12;2.277;3.201;3.949;0.8592;2.3867;3.6344;4.5489;;;;
29/01/2010;1.119;2.276;3.196;3.925;0.8118;2.3232;3.5844;4.4884;;;;
01/02/2010;1.122;2.274;3.186;3.919;0.8512;2.3734;3.6501;4.5617;;;;
02/02/2010;1.127;2.281;3.195;3.929;0.8512;2.3601;3.6405;4.5588;;;;
03/02/2010;1.137;2.305;3.223;3.965;0.875;2.4037;3.7047;4.6383;;;;
04/02/2010;1.064;2.227;3.163;3.917;0.8035;2.3;3.6058;4.5499;;;;
05/02/2010;0.989;2.161;3.12;3.845;0.7633;2.2333;3.5654;4.5186;;;;
08/02/2010;0.996;2.176;3.145;3.836;0.7632;2.2266;3.5597;4.4972;;;;
09/02/2010;1.036;2.209;3.152;3.868;0.827;2.3135;3.6448;4.5835;;;;
10/02/2010;1.042;2.243;3.198;3.914;0.875;2.3639;3.6897;4.6364;;;;
11/02/2010;1.048;2.28;3.234;3.934;0.8669;2.3639;3.7155;4.6646;;;;
12/02/2010;0.983;2.218;3.192;3.917;0.8265;2.3304;3.6928;4.6463;;;;
15/02/2010;0.973;2.222;3.204;3.937;0.8265;2.3305;3.6909;4.6493;;;;
16/02/2010;0.972;2.222;3.205;3.954;0.8022;2.3002;3.6569;4.6318;;;;
17/02/2010;1.061;2.214;3.194;3.947;0.8426;2.3845;3.7307;4.6972;;;;
18/02/2010;1.076;2.26;3.251;3.993;0.9236;2.4726;3.8012;4.7309;;;;
19/02/2010;1.086;2.29;3.285;4.01;0.9157;2.4491;3.7726;4.7031;;;;
22/02/2010;1.071;2.278;3.27;4.002;0.8831;2.4424;3.7955;4.7269;;;;
23/02/2010;1.008;2.17;3.167;3.901;0.826;2.3409;3.6834;4.6298;;;;
24/02/2010;0.985;2.156;3.135;3.871;0.8592;2.3511;3.6909;4.6356;;;;
25/02/2010;0.943;2.123;3.11;3.862;0.8197;2.3217;3.6324;4.5748;;;;
26/02/2010;0.955;2.127;3.101;3.846;0.8118;2.3018;3.6117;4.5566;;;;
01/03/2010;0.946;2.125;3.108;3.876;0.7959;2.2818;3.6079;4.5576;;;;
02/03/2010;0.948;2.133;3.116;3.879;0.7879;2.2652;3.6041;4.5671;;;;
03/03/2010;0.972;2.156;3.138;3.911;0.8036;2.2651;3.6173;4.5853;;;;
04/03/2010;0.977;2.142;3.123;3.903;0.8511;2.2717;3.6022;4.5556;;;;
05/03/2010;1;2.172;3.156;3.926;0.891;2.3382;3.6796;4.6423;;;;
08/03/2010;0.999;2.176;3.165;3.939;0.891;2.3682;3.7157;4.6863;;;;
09/03/2010;0.984;2.141;3.132;3.93;0.867;2.3348;3.7005;4.6755;;;;
10/03/2010;1.01;2.158;3.153;3.946;0.899;2.3783;3.7215;4.6912;;;;
11/03/2010;1.039;2.195;3.179;3.961;0.9473;2.4152;3.7272;4.6667;;;;
12/03/2010;1.049;2.202;3.167;3.933;0.9476;2.4051;3.7006;4.6248;;;;
15/03/2010;1.034;2.185;3.155;3.929;0.9396;2.3951;3.6949;4.6267;;;;
16/03/2010;1.009;2.168;3.139;3.91;0.9073;2.348;3.6493;4.5871;;;;
17/03/2010;0.971;2.123;3.111;3.9;0.9154;2.3614;3.6361;4.566;;;;
18/03/2010;0.993;2.137;3.127;3.916;0.9561;2.4153;3.6759;4.591;;;;
19/03/2010;1.003;2.136;3.109;3.898;0.989;2.4559;3.6892;4.5794;;;;
22/03/2010;0.975;2.104;3.07;3.858;0.9647;2.4052;3.6588;4.5679;;;;
23/03/2010;0.96;2.099;3.056;3.834;0.973;2.4154;3.6854;4.6054;;;;
24/03/2010;0.972;2.132;3.079;3.844;1.0871;2.5887;3.8524;4.7318;;;;
25/03/2010;0.996;2.189;3.152;3.889;1.0792;2.6309;3.8777;4.7577;;;;
26/03/2010;1;2.202;3.15;3.899;1.0396;2.5871;3.8468;4.7457;;;;
29/03/2010;0.98;2.175;3.132;3.876;1.0396;2.5972;3.8643;4.7677;;;;
30/03/2010;0.97;2.161;3.11;3.852;1.0554;2.6006;3.8566;4.7457;;;;
31/03/2010;0.958;2.136;3.092;3.825;1.0158;2.5435;3.8257;4.7129;;;;
01/04/2010;0.952;2.13;3.088;3.79;1.0558;2.5873;3.8685;4.7278;;;;
02/04/2010;0.955;2.132;3.088;3.789;1.1038;2.6684;3.9446;4.806;;;;
05/04/2010;0.954;2.134;3.09;3.789;1.168;2.7363;3.9859;4.8395;;;;
06/04/2010;0.979;2.191;3.143;3.837;1.136;2.6956;3.9505;4.8324;;;;
07/04/2010;0.953;2.153;3.119;3.825;1.048;2.5976;3.8531;4.7377;;;;
08/04/2010;0.917;2.118;3.096;3.805;1.0641;2.6348;3.8901;4.7527;;;;
09/04/2010;0.968;2.185;3.166;3.877;1.0563;2.6248;3.8825;4.7397;;;;
12/04/2010;0.993;2.206;3.177;3.901;1.0322;2.5876;3.8417;4.6961;;;;
13/04/2010;0.972;2.176;3.146;3.875;1.0484;2.5741;3.8204;4.6813;;;;
14/04/2010;0.953;2.19;3.138;3.878;1.0484;2.5978;3.8593;4.7298;;;;
15/04/2010;0.939;2.175;3.132;3.873;1.008;2.5437;3.8321;4.7149;;;;
16/04/2010;0.889;2.106;3.084;3.853;0.9513;2.4661;3.7626;4.6705;;;;
19/04/2010;0.874;2.096;3.078;3.838;0.9756;2.5167;3.7974;4.6941;;;;
20/04/2010;0.893;2.114;3.098;3.845;1.0081;2.5438;3.7993;4.6734;;;;
21/04/2010;0.876;2.089;3.079;3.843;0.9918;2.4931;3.7356;4.6159;;;;
22/04/2010;0.865;2.068;3.052;3.796;1.0244;2.5371;3.7723;4.6363;;;;
23/04/2010;0.902;2.09;3.061;3.796;1.0656;2.5881;3.8092;4.6597;;;;
26/04/2010;0.879;2.07;3.046;3.778;1.0492;2.5643;3.8054;4.6646;;;;
27/04/2010;0.804;1.979;2.939;3.625;0.9506;2.4219;3.6877;4.5763;;;;
28/04/2010;0.792;1.993;3.037;3.687;1.0237;2.4998;3.7628;4.6265;;;;
29/04/2010;0.798;2.012;3.062;3.715;1;2.4766;3.7243;4.5888;;;;
30/04/2010;0.771;1.968;3.017;3.694;0.9603;2.4164;3.6532;4.5172;;;;
03/05/2010;0.813;2.016;3.065;3.735;0.992;2.4565;3.682;4.5266;;;;
04/05/2010;0.713;1.89;2.949;3.638;0.9363;2.3763;3.5902;4.4123;;;;
05/05/2010;0.604;1.781;2.861;3.555;0.8567;2.2898;3.5388;4.3847;;;;
06/05/2010;0.518;1.642;2.793;3.518;0.7849;2.1541;3.3938;4.2003;;;;
07/05/2010;0.532;1.647;2.797;3.521;0.808;2.1635;3.4255;4.2749;;;;
10/05/2010;0.602;1.787;2.955;3.718;0.8637;2.2627;3.5406;4.4104;;;;
11/05/2010;0.579;1.763;2.937;3.754;0.8315;2.2327;3.5235;4.4197;;;;
12/05/2010;0.64;1.752;2.942;3.751;0.8633;2.279;3.571;4.4803;;;;
13/05/2010;0.603;1.733;2.94;3.733;0.823;2.2423;3.5261;4.4271;;;;
14/05/2010;0.556;1.652;2.86;3.64;0.782;2.1556;3.4534;4.3357;;;;
17/05/2010;0.565;1.678;2.863;3.637;0.7978;2.1985;3.4869;4.359;;;;
18/05/2010;0.561;1.651;2.831;3.605;0.7249;2.0626;3.3462;4.2289;;;;
19/05/2010;0.509;1.591;2.766;3.551;0.773;2.1219;3.3682;4.2435;;;;
20/05/2010;0.481;1.506;2.685;3.448;0.7079;1.9831;3.2126;4.0878;;;;
21/05/2010;0.512;1.519;2.666;3.388;0.7636;2.0218;3.2379;4.0991;;;;
24/05/2010;0.515;1.511;2.655;3.382;0.7226;1.9886;3.1942;4.0842;;;;
25/05/2010;0.472;1.425;2.578;3.3;0.7548;1.9718;3.1578;4.057;;;;
26/05/2010;0.5;1.508;2.645;3.362;0.8132;2.0178;3.1886;4.0921;;;;
27/05/2010;0.539;1.576;2.704;3.418;0.8765;2.1914;3.3605;4.2553;;;;
28/05/2010;0.519;1.572;2.682;3.385;0.7658;2.0919;3.2922;4.2088;;;;
31/05/2010;0.514;1.557;2.66;3.362;0.7658;2.0919;3.2848;4.2043;;;;
01/06/2010;0.499;1.557;2.675;3.354;0.7658;2.0555;3.2591;4.179;;;;
02/06/2010;0.5;1.552;2.655;3.344;0.8055;2.1316;3.34;4.2388;;;;
03/06/2010;0.501;1.556;2.676;3.379;0.8135;2.1482;3.3639;4.2698;;;;
04/06/2010;0.476;1.448;2.584;3.317;0.7261;1.9826;3.2023;4.1299;;;;
07/06/2010;0.483;1.446;2.563;3.309;0.7101;1.9298;3.1422;4.0813;;;;
08/06/2010;0.455;1.4;2.512;3.25;0.742;1.9792;3.1857;4.1103;;;;
09/06/2010;0.484;1.443;2.567;3.28;0.718;1.9692;3.1729;4.1103;;;;
10/06/2010;0.512;1.493;2.61;3.322;0.782;2.1116;3.3193;4.2332;;;;
11/06/2010;0.464;1.456;2.566;3.285;0.7259;2.0285;3.2346;4.1493;;;;
14/06/2010;0.495;1.497;2.638;3.363;0.7258;2.0317;3.2529;4.1789;;;;
15/06/2010;0.509;1.52;2.674;3.395;0.75;2.0749;3.3025;4.2195;;;;
16/06/2010;0.497;1.507;2.671;3.403;0.7258;2.0449;3.2601;4.1816;;;;
17/06/2010;0.52;1.51;2.663;3.401;0.7015;1.9818;3.1887;4.1217;;;;
18/06/2010;0.581;1.6;2.729;3.437;0.7094;2.0114;3.2195;4.1439;;;;
21/06/2010;0.633;1.659;2.766;3.476;0.7093;2.0247;3.2414;4.1626;;;;
22/06/2010;0.581;1.587;2.692;3.398;0.6768;1.9647;3.1664;4.1004;;;;
23/06/2010;0.586;1.553;2.647;3.374;0.6723;1.9182;3.119;4.06;;;;
24/06/2010;0.536;1.484;2.602;3.34;0.6802;1.9475;3.1371;4.1039;;;;
25/06/2010;0.569;1.495;2.611;3.354;0.6486;1.9013;3.1078;4.0625;;;;
28/06/2010;0.562;1.469;2.585;3.31;0.625;1.8257;3.021;4.0009;;;;
29/06/2010;0.548;1.439;2.559;3.294;0.5935;1.7668;2.9491;3.9316;;;;
30/06/2010;0.6;1.458;2.577;3.287;0.6014;1.7733;2.9311;3.8885;;;;
01/07/2010;0.677;1.475;2.566;3.254;0.625;1.8027;2.947;3.8944;;;;
02/07/2010;0.666;1.486;2.583;3.281;0.625;1.8157;2.977;3.9425;;;;
05/07/2010;0.625;1.457;2.543;3.249;0.625;1.8157;2.9733;3.9425;;;;
06/07/2010;0.648;1.5;2.589;3.292;0.6091;1.7565;2.9302;3.89;;;;
07/07/2010;0.672;1.52;2.598;3.295;0.625;1.7794;2.9803;3.9569;;;;
08/07/2010;0.724;1.564;2.632;3.308;0.617;1.8123;3.0306;4.0119;;;;
09/07/2010;0.768;1.588;2.634;3.3;0.625;1.8353;3.052;4.0361;;;;
12/07/2010;0.695;1.533;2.589;3.266;0.649;1.8452;3.0628;4.0561;;;;
13/07/2010;0.728;1.574;2.641;3.306;0.6651;1.8948;3.1208;4.1062;;;;
14/07/2010;0.768;1.61;2.655;3.332;0.6009;1.8055;3.0426;4.0282;;;;
15/07/2010;0.785;1.621;2.653;3.325;0.6008;1.7559;2.9937;3.9859;;;;
16/07/2010;0.776;1.605;2.606;3.305;0.5846;1.6669;2.9215;3.9379;;;;
19/07/2010;0.824;1.669;2.65;3.346;0.5845;1.6996;2.9537;3.9772;;;;
20/07/2010;0.775;1.642;2.636;3.332;0.5764;1.6864;2.9481;3.9789;;;;
21/07/2010;0.726;1.616;2.638;3.335;0.552;1.6402;2.8782;3.8889;;;;
22/07/2010;0.703;1.614;2.665;3.35;0.56;1.673;2.9353;3.9498;;;;
23/07/2010;0.749;1.673;2.706;3.381;0.5842;1.7321;2.9943;4.0142;;;;
26/07/2010;0.831;1.75;2.761;3.424;0.5841;1.7254;2.9924;4.0185;;;;
27/07/2010;0.876;1.772;2.77;3.431;0.6332;1.7883;3.0485;4.0787;;;;
28/07/2010;0.85;1.743;2.749;3.442;0.6092;1.6955;2.985;4.0638;;;;
29/07/2010;0.833;1.713;2.717;3.434;0.5777;1.6584;2.9794;4.0778;;;;
30/07/2010;0.784;1.653;2.669;3.371;0.5461;1.5964;2.9052;3.9881;;;;
02/08/2010;0.786;1.683;2.698;3.397;0.5539;1.6355;2.9609;4.0619;;;;
03/08/2010;0.725;1.58;2.607;3.329;0.5301;1.5475;2.9085;4.0488;;;;
04/08/2010;0.735;1.575;2.604;3.296;0.5616;1.606;2.9498;4.0795;;;;
05/08/2010;0.746;1.547;2.562;3.241;0.5299;1.5668;2.9011;4.0505;;;;
06/08/2010;0.746;1.517;2.519;3.207;0.5056;1.5046;2.8166;3.994;;;;
09/08/2010;0.72;1.511;2.525;3.231;0.5293;1.524;2.8289;4.0165;;;;
10/08/2010;0.705;1.496;2.537;3.26;0.5212;1.4491;2.7593;4.0044;;;;
11/08/2010;0.691;1.378;2.428;3.17;0.5131;1.4295;2.6814;3.9188;;;;
12/08/2010;0.663;1.374;2.421;3.163;0.5369;1.4813;2.7455;3.9476;;;;
13/08/2010;0.655;1.364;2.393;3.147;0.5285;1.4516;2.6716;3.8538;;;;
16/08/2010;0.644;1.334;2.33;3.039;0.4802;1.38;2.5626;3.711;;;;
17/08/2010;0.668;1.363;2.363;3.022;0.4961;1.4285;2.6321;3.7632;;;;
18/08/2010;0.652;1.325;2.347;2.986;0.4959;1.4348;2.6321;3.7331;;;;
19/08/2010;0.658;1.314;2.312;2.968;0.4796;1.3956;2.575;3.6543;;;;
20/08/2010;0.61;1.289;2.271;2.892;0.4871;1.4537;2.6106;3.6601;;;;
23/08/2010;0.608;1.292;2.286;2.905;0.4788;1.4112;2.5981;3.6618;;;;
24/08/2010;0.586;1.227;2.18;2.776;0.4623;1.3166;2.488;3.5605;;;;
25/08/2010;0.588;1.225;2.146;2.685;0.5165;1.3749;2.534;3.5695;;;;
26/08/2010;0.607;1.231;2.157;2.657;0.5165;1.3733;2.4755;3.5115;;;;
27/08/2010;0.633;1.281;2.2;2.685;0.5481;1.4908;2.6447;3.6896;;;;
30/08/2010;0.605;1.209;2.135;2.655;0.4929;1.3863;2.5285;3.5809;;;;
31/08/2010;0.59;1.199;2.116;2.644;0.4694;1.3311;2.4683;3.5155;;;;
01/09/2010;0.616;1.268;2.224;2.777;0.5011;1.3962;2.573;3.6457;;;;
02/09/2010;0.615;1.294;2.283;2.862;0.4934;1.4224;2.6231;3.7141;;;;
03/09/2010;0.641;1.34;2.354;2.962;0.51;1.4819;2.697;3.7811;;;;
06/09/2010;0.632;1.306;2.336;2.954;0.5101;1.482;2.7025;3.7837;;;;
07/09/2010;0.573;1.209;2.255;2.845;0.4784;1.3968;2.5944;3.6616;;;;
08/09/2010;0.629;1.255;2.297;2.872;0.5103;1.4525;2.6555;3.7294;;;;
09/09/2010;0.7;1.32;2.336;2.891;0.5665;1.5647;2.7588;3.8387;;;;
10/09/2010;0.736;1.374;2.4;2.977;0.5673;1.5785;2.7917;3.8687;;;;
13/09/2010;0.745;1.385;2.427;3.024;0.5273;1.5157;2.748;3.8483;;;;
14/09/2010;0.72;1.347;2.371;2.964;0.4954;1.4433;2.679;3.7993;;;;
15/09/2010;0.751;1.389;2.404;3.029;0.4795;1.4434;2.7207;3.8713;;;;
16/09/2010;0.811;1.476;2.478;3.122;0.4716;1.4633;2.7608;3.9248;;;;
17/09/2010;0.774;1.434;2.427;3.048;0.4639;1.4339;2.7372;3.9033;;;;
20/09/2010;0.807;1.473;2.467;3.072;0.4559;1.4109;2.7026;3.8757;;;;
21/09/2010;0.796;1.462;2.453;3.044;0.4155;1.2991;2.5727;3.7845;;;;
22/09/2010;0.75;1.51;2.349;2.96;0.4318;1.3188;2.5583;3.7499;;;;
23/09/2010;0.695;1.439;2.285;2.91;0.4156;1.3123;2.5511;3.7301;;;;
24/09/2010;0.729;1.477;2.342;2.98;0.4403;1.3453;2.605;3.794;;;;
27/09/2010;0.721;1.416;2.269;2.903;0.4158;1.2861;2.5242;3.7181;;;;
28/09/2010;0.733;1.413;2.246;2.868;0.43;1.2303;2.4653;3.6579;;;;
29/09/2010;0.785;1.446;2.24;2.861;0.43;1.2759;2.5027;3.6841;;;;
30/09/2010;0.834;1.483;2.278;2.868;0.4222;1.2629;2.5098;3.6849;;;;
01/10/2010;0.853;1.505;2.286;2.861;0.4145;1.2565;2.5097;3.7147;;;;
04/10/2010;0.83;1.458;2.252;2.826;0.4066;1.2241;2.4758;3.7061;;;;
05/10/2010;0.803;1.467;2.279;2.86;0.3987;1.1917;2.4722;3.7472;;;;
06/10/2010;0.771;1.412;2.224;2.817;0.3829;1.1593;2.3976;3.6747;;;;
07/10/2010;0.802;1.447;2.262;2.859;0.3512;1.127;2.3833;3.7121;;;;
08/10/2010;0.786;1.421;2.254;2.856;0.3431;1.1041;2.392;3.7489;;;;
11/10/2010;0.793;1.429;2.272;2.878;0.343;1.104;2.3919;3.7489;;;;
12/10/2010;0.776;1.389;2.243;2.84;0.367;1.1363;2.4309;3.8192;;;;
13/10/2010;0.783;1.419;2.282;2.893;0.359;1.1169;2.422;3.8166;;;;
14/10/2010;0.797;1.433;2.295;2.915;0.375;1.1784;2.5076;3.9149;;;;
15/10/2010;0.814;1.479;2.371;2.989;0.3589;1.188;2.5597;3.9791;;;;
18/10/2010;0.885;1.526;2.385;2.984;0.3589;1.123;2.5075;3.9537;;;;
19/10/2010;0.897;1.562;2.414;3.005;0.3589;1.1035;2.4752;3.9131;;;;
20/10/2010;0.958;1.614;2.44;2.987;0.3427;1.0969;2.4788;3.8899;;;;
21/10/2010;0.996;1.67;2.484;3.009;0.3507;1.1325;2.5452;3.9609;;;;
22/10/2010;1.003;1.677;2.474;2.979;0.3506;1.1454;2.5541;3.9293;;;;
25/10/2010;0.963;1.65;2.45;2.958;0.3587;1.178;2.5613;3.9095;;;;
26/10/2010;1.011;1.714;2.507;2.982;0.3913;1.2499;2.6393;3.9946;;;;
27/10/2010;1.02;1.741;2.565;3.042;0.4143;1.3124;2.7198;4.0564;;;;
28/10/2010;1.029;1.749;2.564;3.031;0.3593;1.2306;2.6576;4.049;;;;
29/10/2010;0.989;1.712;2.518;2.997;0.3357;1.1661;2.5993;3.9828;;;;
01/11/2010;0.978;1.682;2.481;2.942;0.3435;1.166;2.6229;4.0029;;;;
02/11/2010;0.991;1.681;2.47;2.904;0.3435;1.1563;2.5866;3.9266;;;;
03/11/2010;0.962;1.622;2.418;2.846;0.3277;1.108;2.5702;4.0398;;;;
04/11/2010;0.925;1.561;2.396;2.908;0.3276;1.0308;2.489;4.0713;;;;
05/11/2010;0.915;1.557;2.417;2.914;0.3671;1.0915;2.5304;4.1192;;;;
08/11/2010;0.922;1.542;2.39;2.91;0.3988;1.114;2.5502;4.1201;;;;
09/11/2010;0.928;1.55;2.407;2.928;0.4387;1.2467;2.6558;4.2466;;;;
10/11/2010;0.97;1.548;2.441;2.937;0.4229;1.198;2.6286;4.2311;;;;
11/11/2010;0.945;1.52;2.435;2.954;0.4231;1.2076;2.6447;4.243;;;;
12/11/2010;1.024;1.628;2.512;3.011;0.5036;1.3645;2.7871;4.2844;;;;
15/11/2010;1.042;1.672;2.563;3.071;0.5358;1.5259;2.9593;4.4153;;;;
16/11/2010;1.057;1.718;2.622;3.143;0.4957;1.4666;2.84;4.2648;;;;
17/11/2010;1.046;1.724;2.601;3.111;0.4798;1.4667;2.8766;4.2853;;;;
18/11/2010;1.108;1.827;2.704;3.212;0.4961;1.4966;2.895;4.2807;;;;
19/11/2010;1.107;1.829;2.703;3.201;0.5047;1.5169;2.8713;4.2444;;;;
22/11/2010;1.036;1.763;2.65;3.159;0.4642;1.4177;2.8019;4.2048;;;;
23/11/2010;0.93;1.659;2.552;3.062;0.4529;1.3946;2.7729;4.1901;;;;
24/11/2010;0.966;1.75;2.711;3.17;0.5315;1.5609;2.912;4.2797;;;;
25/11/2010;0.959;1.777;2.712;3.197;0.5315;1.5641;2.9085;4.275;;;;
26/11/2010;0.928;1.765;2.734;3.203;0.5079;1.5281;2.8663;4.2093;;;;
29/11/2010;0.913;1.771;2.757;3.225;0.5079;1.502;2.8205;4.1401;;;;
30/11/2010;0.856;1.674;2.67;3.107;0.4528;1.4661;2.7968;4.1104;;;;
01/12/2010;0.873;1.772;2.78;3.226;0.5315;1.6367;2.9642;4.2397;;;;
02/12/2010;0.864;1.807;2.819;3.249;0.5395;1.6698;2.9885;4.2545;;;;
03/12/2010;0.858;1.824;2.857;3.345;0.4683;1.6141;3.0055;4.3143;;;;
06/12/2010;0.809;1.751;2.853;3.332;0.4207;1.5155;2.9201;4.2397;;;;
07/12/2010;0.869;1.842;2.948;3.42;0.5318;1.7236;3.1257;4.3674;;;;
08/12/2010;0.999;1.971;3.014;3.47;0.6275;1.8806;3.2723;4.4561;;;;
09/12/2010;1.019;1.961;2.947;3.378;0.6197;1.8875;3.2037;4.398;;;;
10/12/2010;1.078;1.986;2.954;3.374;0.6363;1.9826;3.319;4.4289;;;;
13/12/2010;1.062;2;2.976;3.427;0.5802;1.8752;3.275;4.4076;;;;
14/12/2010;1.084;2.061;3.026;3.502;0.6528;2.0679;3.4727;4.5288;;;;
15/12/2010;1.065;2.041;3.03;3.5;0.6691;2.1193;3.5318;4.5947;;;;
16/12/2010;1.078;2.075;3.065;3.533;0.637;2.0245;3.4224;4.5338;;;;
17/12/2010;1.058;2.036;3.029;3.498;0.6052;1.9544;3.3279;4.4367;;;;
20/12/2010;1.032;1.952;2.967;3.413;0.5972;1.9479;3.3358;4.4415;;;;
21/12/2010;1.036;1.969;2.986;3.433;0.6055;1.9449;3.3031;4.4183;;;;
22/12/2010;0.953;1.892;2.952;3.4;0.63;2.0028;3.3458;4.4464;;;;
23/12/2010;0.94;1.895;2.977;3.434;0.6554;2.0485;3.3892;4.4698;;;;
24/12/2010;0.943;1.895;2.982;3.432;0.6474;2.0556;3.3933;4.4698;;;;
27/12/2010;0.947;1.933;3.031;3.474;0.6394;2.0219;3.3294;4.4019;;;;
28/12/2010;0.891;1.883;2.976;3.411;0.7433;2.145;3.4795;4.5319;;;;
29/12/2010;0.889;1.899;3.018;3.469;0.6329;2.0292;3.3489;4.4309;;;;
30/12/2010;0.863;1.833;2.959;3.403;0.6407;2.0622;3.3646;4.4231;;;;
31/12/2010;0.864;1.838;2.963;3.415;0.5934;2.006;3.2935;4.3341;;;;
03/01/2011;0.825;1.812;2.922;3.363;0.5933;2.0026;3.3324;4.3971;;;;
04/01/2011;0.824;1.793;2.891;3.345;0.6171;2.0059;3.3287;4.4106;;;;
05/01/2011;0.907;1.862;2.938;3.415;0.7045;2.1383;3.4654;4.5439;;;;
06/01/2011;0.896;1.849;2.913;3.42;0.6648;2.0652;3.3932;4.5112;;;;
07/01/2011;0.866;1.798;2.869;3.38;0.5931;1.9593;3.3237;4.4846;;;;
10/01/2011;0.862;1.792;2.87;3.385;0.5691;1.913;3.2832;4.4611;;;;
11/01/2011;0.894;1.829;2.925;3.417;0.585;1.9624;3.3396;4.4876;;;;
12/01/2011;0.982;2.079;3.052;3.524;0.6009;1.9788;3.365;4.531;;;;
13/01/2011;1.088;2.143;3.044;3.48;0.5768;1.8995;3.2972;4.4984;;;;
14/01/2011;1.151;2.17;3.028;3.454;0.5685;1.9188;3.3231;4.5301;;;;
17/01/2011;1.138;2.166;3.038;3.458;0.5765;1.9253;3.3291;4.5281;;;;
18/01/2011;1.199;2.233;3.115;3.504;0.5845;1.9517;3.3663;4.563;;;;
19/01/2011;1.159;2.215;3.105;3.514;0.5683;1.9318;3.339;4.5271;;;;
20/01/2011;1.252;2.306;3.163;3.573;0.625;2.0447;3.4488;4.6093;;;;
21/01/2011;1.289;2.341;3.176;3.568;0.6087;2.0112;3.4042;4.565;;;;
24/01/2011;1.255;2.316;3.15;3.552;0.625;2.0078;3.4044;4.557;;;;
25/01/2011;1.267;2.317;3.144;3.569;0.576;1.9378;3.3284;4.4896;;;;
26/01/2011;1.317;2.373;3.183;3.612;0.625;1.9843;3.4146;4.5861;;;;
27/01/2011;1.365;2.413;3.205;3.626;0.5778;1.9802;3.3873;4.5691;;;;
28/01/2011;1.362;2.381;3.146;3.565;0.5385;1.9144;3.3214;4.5282;;;;
31/01/2011;1.368;2.386;3.153;3.574;0.562;1.9407;3.3704;4.5711;;;;
01/02/2011;1.405;2.433;3.219;3.651;0.6013;2.0132;3.4394;4.6165;;;;
02/02/2011;1.482;2.482;3.257;3.679;0.6566;2.0927;3.4771;4.6196;;;;
03/02/2011;1.351;2.377;3.214;3.641;0.7042;2.176;3.5488;4.6645;;;;
04/02/2011;1.435;2.461;3.259;3.681;0.7444;2.2601;3.6356;4.7275;;;;
07/02/2011;1.36;2.432;3.25;3.679;0.7606;2.2636;3.6299;4.6965;;;;
08/02/2011;1.433;2.469;3.253;3.698;0.8488;2.3986;3.7373;4.7652;;;;
09/02/2011;1.455;2.511;3.305;3.75;0.793;2.3278;3.6465;4.711;;;;
10/02/2011;1.447;2.496;3.299;3.746;0.8334;2.3889;3.6928;4.7642;;;;
11/02/2011;1.406;2.465;3.292;3.735;0.8342;2.3556;3.6288;4.6876;;;;
14/02/2011;1.395;2.455;3.294;3.743;0.8426;2.3558;3.6194;4.6711;;;;
15/02/2011;1.407;2.452;3.28;3.725;0.8186;2.3255;3.6044;4.6615;;;;
16/02/2011;1.377;2.411;3.235;3.682;0.827;2.346;3.6193;4.6798;;;;
17/02/2011;1.319;2.337;3.181;3.639;0.7624;2.2683;3.5725;4.6682;;;;
18/02/2011;1.396;2.414;3.252;3.692;0.7469;2.2688;3.5799;4.6836;;;;
21/02/2011;1.376;2.366;3.182;3.626;0.7553;2.269;3.5874;4.6836;;;;
22/02/2011;1.422;2.353;3.144;3.578;0.6902;2.134;3.4533;4.6031;;;;
23/02/2011;1.541;2.367;3.138;3.558;0.7433;2.1711;3.4848;4.5822;;;;
