date;dem_yield2;dem_yield5;dem_yield10;dem_yield30;us_yield2;us_yield5;us_yield10;us_yield30;;;;
24/06/2013;0.268;0.863;1.811;2.525;0.3841;1.4446;2.5368;3.5473;;;;
25/06/2013;0.236;0.826;1.803;2.517;0.4047;1.49;2.6082;3.6224;;;;
26/06/2013;0.2;0.768;1.766;2.518;0.3789;1.4168;2.5353;3.5791;;;;
27/06/2013;0.182;0.735;1.724;2.484;0.3514;1.3815;2.4721;3.5344;;;;
28/06/2013;0.187;0.734;1.728;2.479;0.3554;1.3945;2.4857;3.4994;;;;
01/07/2013;0.195;0.724;1.719;2.466;0.3514;1.3782;2.4765;3.4775;;;;
02/07/2013;0.173;0.697;1.703;2.463;0.3474;1.375;2.4693;3.4729;;;;
03/07/2013;0.166;0.66;1.659;2.412;0.3631;1.4173;2.5032;3.4931;;;;
04/07/2013;0.111;0.604;1.647;2.417;0.3631;1.4173;2.5032;3.4931;;;;
05/07/2013;0.111;0.637;1.718;2.5;0.3948;1.6127;2.7391;3.713;;;;
08/07/2013;0.09;0.61;1.697;2.491;0.3591;1.5025;2.6356;3.6334;;;;
09/07/2013;0.08;0.567;1.653;2.456;0.367;1.4911;2.634;3.6477;;;;
10/07/2013;0.104;0.604;1.657;2.46;0.3511;1.4551;2.6238;3.6496;;;;
11/07/2013;0.117;0.589;1.622;2.43;0.3291;1.3913;2.5721;3.6297;;;;
12/07/2013;0.101;0.558;1.559;2.376;0.339;1.4192;2.5821;3.625;;;;
15/07/2013;0.117;0.575;1.577;2.4;0.3269;1.3733;2.5372;3.5929;;;;
16/07/2013;0.088;0.535;1.55;2.383;0.3228;1.3733;2.5317;3.5855;;;;
17/07/2013;0.086;0.523;1.542;2.377;0.2986;1.3096;2.4888;3.5752;;;;
18/07/2013;0.073;0.5;1.518;2.369;0.3025;1.3275;2.5284;3.6262;;;;
19/07/2013;0.084;0.506;1.518;2.378;0.2982;1.2963;2.4839;3.5604;;;;
22/07/2013;0.1;0.516;1.514;2.364;0.3021;1.2963;2.4804;3.5501;;;;
23/07/2013;0.133;0.576;1.55;2.383;0.3061;1.3093;2.5049;3.5773;;;;
24/07/2013;0.159;0.648;1.645;2.445;0.3481;1.3782;2.588;3.6464;;;;
25/07/2013;0.154;0.648;1.67;2.484;0.3206;1.375;2.5712;3.6407;;;;
26/07/2013;0.149;0.644;1.665;2.491;0.3127;1.3685;2.5624;3.6209;;;;
29/07/2013;0.159;0.653;1.663;2.478;0.3167;1.388;2.6023;3.6744;;;;
30/07/2013;0.151;0.657;1.667;2.478;0.3127;1.3896;2.6101;3.6821;;;;
31/07/2013;0.15;0.651;1.669;2.467;0.3089;1.3782;2.5762;3.6353;;;;
01/08/2013;0.152;0.664;1.666;2.457;0.3247;1.4874;2.706;3.7542;;;;
02/08/2013;0.151;0.646;1.65;2.45;0.2974;1.3571;2.596;3.6843;;;;
05/08/2013;0.167;0.679;1.686;2.495;0.3014;1.3831;2.6333;3.726;;;;
06/08/2013;0.169;0.69;1.701;2.494;0.3054;1.3896;2.6421;3.728;;;;
07/08/2013;0.165;0.68;1.686;2.479;0.3015;1.3668;2.5986;3.6854;;;;
08/08/2013;0.162;0.672;1.686;2.482;0.3016;1.3571;2.5892;3.6729;;;;
09/08/2013;0.16;0.664;1.679;2.475;0.3018;1.3538;2.5784;3.6345;;;;
12/08/2013;0.166;0.676;1.701;2.501;0.3059;1.3848;2.6206;3.6838;;;;
13/08/2013;0.223;0.783;1.807;2.589;0.33;1.4798;2.719;3.7594;;;;
14/08/2013;0.216;0.781;1.821;2.609;0.3261;1.4766;2.7136;3.7523;;;;
15/08/2013;0.229;0.825;1.882;2.662;0.3462;1.5211;2.7664;3.8086;;;;
16/08/2013;0.218;0.814;1.88;2.667;0.3386;1.5627;2.8251;3.8483;;;;
19/08/2013;0.226;0.831;1.896;2.681;0.3508;1.6075;2.8804;3.8995;;;;
20/08/2013;0.204;0.788;1.84;2.633;0.3388;1.5447;2.8142;3.8529;;;;
21/08/2013;0.248;0.818;1.87;2.668;0.3673;1.6427;2.8935;3.9197;;;;
22/08/2013;0.26;0.858;1.919;2.7;0.3877;1.6762;2.8844;3.8702;;;;
23/08/2013;0.281;0.9;1.934;2.684;0.3761;1.6183;2.8146;3.7916;;;;
26/08/2013;0.265;0.857;1.893;2.668;0.364;1.5867;2.7853;3.7648;;;;
27/08/2013;0.235;0.816;1.846;2.633;0.356;1.5187;2.7087;3.6916;;;;
28/08/2013;0.25;0.838;1.875;2.653;0.3947;1.5753;2.7653;3.7356;;;;
29/08/2013;0.233;0.819;1.855;2.645;0.3947;1.611;2.7617;3.7144;;;;
30/08/2013;0.235;0.817;1.855;2.644;0.3987;1.6407;2.7839;3.6995;;;;
02/09/2013;0.26;0.87;1.904;2.685;0.3987;1.6407;2.7839;3.6995;;;;
03/09/2013;0.281;0.903;1.94;2.707;0.4145;1.677;2.8576;3.7943;;;;
04/09/2013;0.274;1.01;1.94;2.706;0.47;1.7415;2.8966;3.797;;;;
05/09/2013;0.328;1.115;2.041;2.77;0.5177;1.8494;2.9937;3.8849;;;;
06/09/2013;0.265;1.017;1.949;2.703;0.4545;1.7569;2.9342;3.8657;;;;
09/09/2013;0.255;1.022;1.959;2.735;0.4427;1.7156;2.912;3.853;;;;
10/09/2013;0.27;1.077;2.026;2.796;0.4707;1.7671;2.9643;3.8941;;;;
11/09/2013;0.251;1.046;2.045;2.781;0.4429;1.7042;2.9122;3.8539;;;;
12/09/2013;0.225;1.006;1.999;2.751;0.443;1.7126;2.9095;3.8521;;;;
13/09/2013;0.22;0.989;1.975;2.716;0.4312;1.693;2.8846;3.8349;;;;
16/09/2013;0.208;0.956;1.937;2.702;0.387;1.6219;2.8643;3.8667;;;;
17/09/2013;0.212;0.972;1.963;2.719;0.371;1.6071;2.8468;3.8322;;;;
18/09/2013;0.236;1.011;2;2.753;0.3206;1.4245;2.6878;3.7471;;;;
19/09/2013;0.186;0.914;1.92;2.741;0.3347;1.4884;2.7519;3.8024;;;;
20/09/2013;0.209;0.932;1.942;2.764;0.3304;1.4769;2.7337;3.7613;;;;
23/09/2013;0.194;0.903;1.917;2.732;0.3304;1.4489;2.6999;3.725;;;;
24/09/2013;0.18;0.845;1.845;2.676;0.3262;1.4258;2.6552;3.6698;;;;
25/09/2013;0.188;0.838;1.822;2.64;0.3402;1.3913;2.628;3.6698;;;;
26/09/2013;0.188;0.836;1.83;2.634;0.3402;1.435;2.6498;3.6951;;;;
27/09/2013;0.167;0.796;1.777;2.593;0.3324;1.401;2.6245;3.6864;;;;
30/09/2013;0.166;0.791;1.778;2.588;0.3168;1.3815;2.61;3.6847;;;;
01/10/2013;0.168;0.821;1.804;2.615;0.3287;1.427;2.65;3.7171;;;;
02/10/2013;0.16;0.819;1.81;2.637;0.3169;1.3799;2.6173;3.7013;;;;
03/10/2013;0.154;0.81;1.792;2.646;0.3091;1.3555;2.6046;3.7074;;;;
04/10/2013;0.173;0.86;1.84;2.699;0.3292;1.4092;2.6447;3.7198;;;;
07/10/2013;0.16;0.824;1.802;2.676;0.3412;1.4011;2.6265;3.6917;;;;
08/10/2013;0.17;0.835;1.81;2.682;0.3811;1.4223;2.632;3.6899;;;;
09/10/2013;0.173;0.829;1.811;2.678;0.3574;1.4223;2.6631;3.7374;;;;
10/10/2013;0.18;0.867;1.868;2.729;0.3416;1.424;2.6814;3.7339;;;;
11/10/2013;0.178;0.849;1.863;2.731;0.3501;1.4175;2.6871;3.7472;;;;
14/10/2013;0.174;0.836;1.858;2.73;0.3501;1.4175;2.6871;3.7472;;;;
15/10/2013;0.198;0.885;1.913;2.778;0.3543;1.4323;2.7276;3.7891;;;;
16/10/2013;0.214;0.912;1.928;2.789;0.3303;1.3881;2.6633;3.7207;;;;
17/10/2013;0.18;0.84;1.867;2.743;0.3103;1.3292;2.5894;3.6585;;;;
18/10/2013;0.172;0.807;1.831;2.714;0.3106;1.3307;2.5777;3.6412;;;;
21/10/2013;0.181;0.826;1.847;2.713;0.3106;1.3503;2.6014;3.6698;;;;
22/10/2013;0.153;0.772;1.795;2.666;0.2905;1.2799;2.5124;3.6085;;;;
23/10/2013;0.158;0.755;1.766;2.651;0.3068;1.2848;2.5016;3.5947;;;;
24/10/2013;0.174;0.77;1.764;2.649;0.3028;1.3011;2.5197;3.611;;;;
25/10/2013;0.183;0.772;1.755;2.634;0.2989;1.2813;2.5088;3.5999;;;;
28/10/2013;0.188;0.77;1.749;2.633;0.3031;1.2878;2.5233;3.6179;;;;
29/10/2013;0.179;0.755;1.74;2.634;0.3127;1.2632;2.5034;3.6127;;;;
30/10/2013;0.154;0.705;1.687;2.593;0.3127;1.3164;2.5378;3.6412;;;;
31/10/2013;0.113;0.657;1.673;2.586;0.305;1.3294;2.5542;3.6386;;;;
01/11/2013;0.112;0.662;1.691;2.615;0.3091;1.3719;2.6218;3.6961;;;;
04/11/2013;0.113;0.657;1.676;2.593;0.3013;1.3524;2.6035;3.6926;;;;
05/11/2013;0.138;0.722;1.742;2.645;0.3014;1.3818;2.6696;3.7714;;;;
06/11/2013;0.132;0.71;1.74;2.66;0.2896;1.3362;2.6421;3.7732;;;;
07/11/2013;0.084;0.625;1.684;2.635;0.2817;1.3069;2.5999;3.7084;;;;
08/11/2013;0.098;0.687;1.757;2.684;0.3098;1.4118;2.7477;3.8454;;;;
11/11/2013;0.094;0.677;1.753;2.689;0.3098;1.4118;2.7477;3.8454;;;;
12/11/2013;0.1;0.686;1.789;2.744;0.3259;1.453;2.7728;3.8573;;;;
13/11/2013;0.098;0.642;1.735;2.696;0.298;1.3545;2.6996;3.8191;;;;
14/11/2013;0.102;0.629;1.7;2.663;0.29;1.3284;2.69;3.7867;;;;
15/11/2013;0.107;0.646;1.705;2.66;0.2902;1.3432;2.7033;3.7947;;;;
18/11/2013;0.105;0.632;1.68;2.64;0.2782;1.3121;2.6658;3.7552;;;;
19/11/2013;0.116;0.661;1.719;2.664;0.2863;1.3532;2.7069;3.8;;;;
20/11/2013;0.097;0.64;1.714;2.67;0.2742;1.373;2.7987;3.911;;;;
21/11/2013;0.097;0.658;1.74;2.689;0.2702;1.3632;2.7842;3.8875;;;;
22/11/2013;0.133;0.685;1.746;2.666;0.2784;1.3469;2.7427;3.8292;;;;
25/11/2013;0.128;0.667;1.722;2.644;0.2785;1.3338;2.7283;3.8186;;;;
26/11/2013;0.121;0.646;1.686;2.615;0.2893;1.3091;2.7077;3.7982;;;;
27/11/2013;0.129;0.668;1.716;2.644;0.2854;1.3636;2.7373;3.815;;;;
28/11/2013;0.119;0.655;1.694;2.625;0.2854;1.3636;2.7373;3.815;;;;
29/11/2013;0.114;0.651;1.692;2.612;0.2814;1.3701;2.7445;3.8106;;;;
02/12/2013;0.128;0.685;1.743;2.642;0.2854;1.4126;2.7951;3.856;;;;
03/12/2013;0.122;0.679;1.724;2.629;0.2855;1.3947;2.7825;3.8444;;;;
04/12/2013;0.165;0.757;1.814;2.701;0.2895;1.4406;2.8342;3.9011;;;;
05/12/2013;0.205;0.822;1.86;2.725;0.3014;1.485;2.8717;3.9138;;;;
06/12/2013;0.213;0.806;1.841;2.7;0.3016;1.487;2.8553;3.8893;;;;
09/12/2013;0.224;0.801;1.838;2.701;0.2977;1.4822;2.8389;3.8713;;;;
10/12/2013;0.216;0.799;1.834;2.703;0.2978;1.4527;2.8006;3.8381;;;;
11/12/2013;0.231;0.792;1.813;2.679;0.3058;1.5006;2.8535;3.8857;;;;
12/12/2013;0.25;0.825;1.838;2.686;0.3219;1.5338;2.8773;3.8938;;;;
13/12/2013;0.242;0.813;1.827;2.675;0.3242;1.5292;2.8646;3.8731;;;;
16/12/2013;0.251;0.823;1.834;2.677;0.3303;1.5327;2.8784;3.8938;;;;
17/12/2013;0.229;0.805;1.826;2.673;0.3184;1.4948;2.8354;3.8659;;;;
18/12/2013;0.231;0.845;1.846;2.67;0.3324;1.5413;2.8931;3.9065;;;;
19/12/2013;0.214;0.86;1.871;2.701;0.3638;1.6372;2.9291;3.9093;;;;
20/12/2013;0.222;0.88;1.869;2.692;0.3756;1.675;2.8886;3.823;;;;
23/12/2013;0.225;0.885;1.88;2.692;0.3834;1.6964;2.9274;3.8489;;;;
24/12/2013;0.225;0.883;1.89;2.693;0.3952;1.7326;2.9775;3.893;;;;
25/12/2013;0.223;0.883;1.89;2.693;0.3952;1.7326;2.9775;3.893;;;;
26/12/2013;0.223;0.883;1.89;2.693;0.407;1.7425;2.9905;3.9239;;;;
27/12/2013;0.239;0.956;1.954;2.759;0.3874;1.7342;3;3.9367;;;;
30/12/2013;0.206;0.923;1.929;2.741;0.3795;1.7029;2.9703;3.9012;;;;
31/12/2013;0.207;0.917;1.925;2.752;0.3799;1.7411;3.0282;3.9679;;;;
01/01/2014;0.207;0.917;1.925;2.752;0.3799;1.7411;3.0282;3.9679;;;;
02/01/2014;0.211;0.93;1.94;2.755;0.3801;1.7181;2.989;3.9221;;;;
03/01/2014;0.206;0.921;1.942;2.773;0.3965;1.7333;2.9948;3.9248;;;;
06/01/2014;0.209;0.892;1.906;2.741;0.3927;1.6905;2.9576;3.9003;;;;
07/01/2014;0.212;0.877;1.885;2.724;0.3909;1.679;2.9391;3.8849;;;;
08/01/2014;0.226;0.902;1.903;2.744;0.425;1.7618;2.9894;3.8921;;;;
09/01/2014;0.21;0.901;1.914;2.765;0.4292;1.7487;2.9652;3.8795;;;;
10/01/2014;0.184;0.828;1.842;2.729;0.3699;1.62;2.8579;3.7999;;;;
13/01/2014;0.179;0.804;1.816;2.706;0.356;1.5904;2.8257;3.7726;;;;
14/01/2014;0.202;0.805;1.813;2.694;0.3782;1.6466;2.8709;3.8017;;;;
15/01/2014;0.212;0.922;1.824;2.705;0.3905;1.6715;2.8912;3.823;;;;
16/01/2014;0.175;0.871;1.779;2.675;0.3826;1.6401;2.8414;3.7726;;;;
17/01/2014;0.17;0.84;1.752;2.65;0.3712;1.6255;2.8194;3.748;;;;
20/01/2014;0.162;0.821;1.74;2.634;0.3712;1.6255;2.8194;3.748;;;;
21/01/2014;0.157;0.816;1.738;2.63;0.3755;1.6454;2.8286;3.748;;;;
22/01/2014;0.169;0.836;1.756;2.653;0.4;1.7004;2.8656;3.7594;;;;
23/01/2014;0.154;0.799;1.708;2.606;0.3596;1.6008;2.7772;3.6821;;;;
24/01/2014;0.123;0.747;1.657;2.559;0.3355;1.5413;2.715;3.6325;;;;
27/01/2014;0.132;0.756;1.664;2.557;0.3398;1.5678;2.7479;3.6649;;;;
28/01/2014;0.121;0.756;1.676;2.563;0.3399;1.5562;2.7488;3.6735;;;;
29/01/2014;0.108;0.719;1.74;2.539;0.3515;1.4966;2.6767;3.6163;;;;
30/01/2014;0.092;0.704;1.714;2.526;0.3436;1.5098;2.6949;3.6341;;;;
31/01/2014;0.066;0.649;1.658;2.484;0.3277;1.4902;2.644;3.5985;;;;
03/02/2014;0.076;0.65;1.643;2.472;0.2942;1.4365;2.5761;3.5307;;;;
04/02/2014;0.08;0.651;1.649;2.481;0.3118;1.4674;2.6294;3.601;;;;
05/02/2014;0.074;0.644;1.635;2.472;0.3117;1.4902;2.6675;3.6477;;;;
06/02/2014;0.12;0.709;1.694;2.522;0.3196;1.5196;2.7003;3.6683;;;;
07/02/2014;0.09;0.661;1.66;2.499;0.3034;1.4689;2.6829;3.6725;;;;
10/02/2014;0.11;0.681;1.678;2.523;0.3073;1.4705;2.6674;3.6503;;;;
11/02/2014;0.104;0.681;1.685;2.531;0.3311;1.5328;2.725;3.688;;;;
12/02/2014;0.124;0.702;1.714;2.556;0.339;1.5623;2.7608;3.7201;;;;
13/02/2014;0.105;0.653;1.666;2.525;0.311;1.5016;2.732;3.6829;;;;
14/02/2014;0.11;0.673;1.678;2.541;0.3107;1.5246;2.7428;3.6969;;;;
17/02/2014;0.111;0.673;1.683;2.558;0.3107;1.5246;2.7428;3.6969;;;;
18/02/2014;0.108;0.653;1.666;2.557;0.2985;1.4786;2.7069;3.6777;;;;
19/02/2014;0.108;0.652;1.66;2.544;0.3145;1.5164;2.7392;3.7127;;;;
20/02/2014;0.122;0.685;1.689;2.569;0.3185;1.5378;2.7509;3.7232;;;;
21/02/2014;0.118;0.663;1.661;2.546;0.3142;1.5329;2.731;3.6934;;;;
24/02/2014;0.126;0.687;1.678;2.565;0.3181;1.5445;2.7382;3.6986;;;;
25/02/2014;0.12;0.666;1.645;2.516;0.314;1.5115;2.7023;3.6586;;;;
26/02/2014;0.098;0.633;1.616;2.496;0.3245;1.4752;2.6655;3.6249;;;;
27/02/2014;0.088;0.588;1.562;2.45;0.3206;1.4821;2.6387;3.5916;;;;
28/02/2014;0.127;0.667;1.623;2.496;0.3169;1.5016;2.6476;3.5822;;;;
03/03/2014;0.105;0.6;1.55;2.428;0.3012;1.4576;2.6012;3.5542;;;;
04/03/2014;0.111;0.627;1.597;2.478;0.3329;1.5359;2.6977;3.6473;;;;
05/03/2014;0.117;0.629;1.604;2.488;0.333;1.5425;2.7048;3.6473;;;;
06/03/2014;0.162;0.679;1.646;2.525;0.3411;1.5687;2.7373;3.6899;;;;
07/03/2014;0.177;0.684;1.652;2.524;0.3693;1.6363;2.7879;3.7206;;;;
10/03/2014;0.165;0.661;1.624;2.511;0.3655;1.6215;2.777;3.7215;;;;
11/03/2014;0.166;0.666;1.637;2.54;0.3697;1.615;2.768;3.7092;;;;
12/03/2014;0.158;0.631;1.595;2.51;0.3618;1.5887;2.73;3.6733;;;;
13/03/2014;0.14;0.584;1.54;2.462;0.338;1.5196;2.6446;3.5906;;;;
14/03/2014;0.15;0.596;1.545;2.465;0.3424;1.5345;2.6543;3.5992;;;;
17/03/2014;0.155;0.611;1.566;2.483;0.3586;1.5674;2.6921;3.6283;;;;
18/03/2014;0.157;0.609;1.566;2.477;0.3466;1.546;2.6722;3.6137;;;;
19/03/2014;0.172;0.64;1.598;2.503;0.4195;1.7067;2.7725;3.6568;;;;
20/03/2014;0.208;0.7;1.645;2.523;0.4197;1.7001;2.7716;3.6629;;;;
21/03/2014;0.205;0.696;1.63;2.506;0.4245;1.7071;2.7426;3.6068;;;;
24/03/2014;0.185;0.644;1.577;2.461;0.4329;1.7306;2.7281;3.5617;;;;
25/03/2014;0.168;0.633;1.576;2.464;0.425;1.729;2.748;3.5914;;;;
26/03/2014;0.159;0.618;1.567;2.455;0.4418;1.6724;2.6919;3.5422;;;;
27/03/2014;0.135;0.594;1.535;2.433;0.4457;1.715;2.681;3.5271;;;;
28/03/2014;0.141;0.609;1.548;2.436;0.4496;1.7479;2.7208;3.5473;;;;
31/03/2014;0.158;0.628;1.565;2.447;0.4183;1.7184;2.718;3.5583;;;;
01/04/2014;0.172;0.642;1.572;2.458;0.4301;1.7316;2.7525;3.6059;;;;
02/04/2014;0.187;0.68;1.615;2.497;0.4539;1.7926;2.8045;3.6473;;;;
03/04/2014;0.181;0.659;1.602;2.506;0.454;1.796;2.7972;3.6291;;;;
04/04/2014;0.161;0.603;1.552;2.477;0.4107;1.6972;2.7207;3.5837;;;;
07/04/2014;0.168;0.605;1.538;2.467;0.3948;1.6775;2.6998;3.5574;;;;
08/04/2014;0.171;0.626;1.556;2.475;0.3949;1.666;2.6808;3.5379;;;;
09/04/2014;0.18;0.643;1.574;2.48;0.3631;1.6233;2.6898;3.5726;;;;
10/04/2014;0.157;0.589;1.52;2.43;0.3511;1.5905;2.6474;3.5194;;;;
11/04/2014;0.156;0.578;1.502;2.404;0.355;1.5757;2.6247;3.4827;;;;
14/04/2014;0.154;0.588;1.525;2.427;0.367;1.6134;2.6472;3.4876;;;;
15/04/2014;0.124;0.535;1.471;2.374;0.367;1.62;2.6283;3.4611;;;;
16/04/2014;0.132;0.55;1.484;2.382;0.367;1.6464;2.6282;3.4437;;;;
17/04/2014;0.169;0.59;1.514;2.405;0.3952;1.7342;2.7215;3.5219;;;;
18/04/2014;0.169;0.59;1.514;2.405;0.3952;1.7343;2.7215;3.5219;;;;
21/04/2014;0.169;0.59;1.514;2.405;0.3912;1.721;2.7151;3.5219;;;;
22/04/2014;0.169;0.6;1.533;2.427;0.3993;1.7327;2.7105;3.4942;;;;
23/04/2014;0.171;0.604;1.521;2.41;0.4418;1.7244;2.6987;3.4784;;;;
24/04/2014;0.183;0.622;1.529;2.406;0.4378;1.7364;2.6805;3.4527;;;;
25/04/2014;0.168;0.586;1.483;2.351;0.43;1.7249;2.6623;3.4428;;;;
28/04/2014;0.17;0.59;1.496;2.368;0.4319;1.7397;2.7004;3.4859;;;;
29/04/2014;0.142;0.57;1.498;2.382;0.4378;1.7347;2.6913;3.4867;;;;
30/04/2014;0.14;0.551;1.468;2.36;0.4104;1.6757;2.6459;3.4593;;;;
01/05/2014;0.14;0.551;1.468;2.36;0.4065;1.6577;2.6133;3.4132;;;;
02/05/2014;0.124;0.523;1.449;2.342;0.4224;1.6627;2.5843;3.3668;;;;
05/05/2014;0.136;0.531;1.457;2.355;0.4185;1.6791;2.6068;3.4074;;;;
06/05/2014;0.146;0.54;1.459;2.353;0.4226;1.6775;2.5914;3.383;;;;
07/05/2014;0.147;0.611;1.472;2.36;0.3988;1.6512;2.5878;3.4025;;;;
08/05/2014;0.116;0.559;1.445;2.357;0.3869;1.625;2.6161;3.4344;;;;
09/05/2014;0.132;0.559;1.454;2.383;0.383;1.6282;2.6233;3.4634;;;;
12/05/2014;0.129;0.564;1.463;2.393;0.395;1.6628;2.6611;3.4967;;;;
13/05/2014;0.107;0.526;1.42;2.357;0.379;1.6134;2.6089;3.4464;;;;
14/05/2014;0.099;0.477;1.367;2.303;0.367;1.5641;2.5427;3.3767;;;;
15/05/2014;0.087;0.434;1.305;2.23;0.3509;1.5231;2.4893;3.3245;;;;
16/05/2014;0.092;0.453;1.329;2.256;0.3589;1.5541;2.5231;3.346;;;;
19/05/2014;0.089;0.461;1.342;2.265;0.3427;1.5459;2.5445;3.3858;;;;
20/05/2014;0.077;0.455;1.35;2.284;0.3346;1.5081;2.5106;3.3833;;;;
21/05/2014;0.081;0.475;1.423;2.305;0.3386;1.5228;2.532;3.4118;;;;
22/05/2014;0.063;0.454;1.407;2.285;0.3426;1.5425;2.5499;3.4261;;;;
23/05/2014;0.061;0.459;1.412;2.294;0.3424;1.5241;2.532;3.3933;;;;
26/05/2014;0.053;0.454;1.415;2.306;0.3424;1.5241;2.532;3.3933;;;;
27/05/2014;0.052;0.433;1.388;2.275;0.3444;1.5257;2.5142;3.3608;;;;
28/05/2014;0.05;0.404;1.337;2.225;0.3652;1.4796;2.4431;3.2942;;;;
29/05/2014;0.059;0.42;1.353;2.247;0.375;1.5293;2.4644;3.3228;;;;
30/05/2014;0.061;0.428;1.357;2.263;0.373;1.5391;2.4759;3.3277;;;;
02/06/2014;0.059;0.436;1.368;2.279;0.3868;1.5899;2.5267;3.3691;;;;
03/06/2014;0.058;0.46;1.407;2.308;0.3987;1.6424;2.5985;3.4379;;;;
04/06/2014;0.053;0.476;1.431;2.327;0.3908;1.6392;2.6021;3.4396;;;;
05/06/2014;0.045;0.418;1.403;2.315;0.379;1.6245;2.5824;3.4362;;;;
06/06/2014;0.051;0.373;1.351;2.306;0.3988;1.6428;2.5869;3.432;;;;
09/06/2014;0.058;0.409;1.378;2.32;0.4188;1.6759;2.6032;3.4388;;;;
10/06/2014;0.063;0.431;1.403;2.341;0.4388;1.7124;2.6439;3.4779;;;;
11/06/2014;0.038;0.41;1.396;2.34;0.4309;1.7009;2.6394;3.4659;;;;
12/06/2014;0.032;0.398;1.386;2.352;0.437;1.6828;2.5951;3.4101;;;;
13/06/2014;0.026;0.393;1.361;2.32;0.4493;1.693;2.6033;3.4134;;;;
16/06/2014;0.026;0.389;1.353;2.311;0.4675;1.6964;2.597;3.3958;;;;
17/06/2014;0.042;0.429;1.399;2.346;0.4797;1.7497;2.6523;3.4421;;;;
18/06/2014;0.036;0.408;1.374;2.312;0.4435;1.6717;2.5844;3.4008;;;;
19/06/2014;0.032;0.374;1.321;2.276;0.4477;1.6751;2.6206;3.466;;;;
20/06/2014;0.035;0.397;1.343;2.303;0.4561;1.6804;2.6052;3.4337;;;;
23/06/2014;0.038;0.385;1.322;2.288;0.4643;1.7021;2.6261;3.4549;;;;
24/06/2014;0.035;0.385;1.319;2.289;0.4563;1.6689;2.5781;3.3991;;;;
25/06/2014;0.029;0.35;1.26;2.231;0.4804;1.654;2.5592;3.3815;;;;
26/06/2014;0.023;0.342;1.244;2.205;0.4627;1.6479;2.5286;3.3557;;;;
27/06/2014;0.033;0.366;1.261;2.202;0.4607;1.6381;2.534;3.3665;;;;
30/06/2014;0.025;0.341;1.244;2.186;0.4567;1.6299;2.5304;3.3599;;;;
01/07/2014;0.019;0.335;1.246;2.198;0.4645;1.6577;2.5647;3.3983;;;;
02/07/2014;0.025;0.361;1.286;2.236;0.4803;1.7086;2.6264;3.4609;;;;
03/07/2014;0.02;0.356;1.288;2.248;0.5059;1.7351;2.6383;3.4694;;;;
04/07/2014;0.018;0.343;1.264;2.225;0.5059;1.7351;2.6383;3.4694;;;;
07/07/2014;0.015;0.337;1.255;2.221;0.5119;1.7302;2.611;3.4362;;;;
08/07/2014;0.015;0.311;1.218;2.186;0.504;1.6891;2.5557;3.3723;;;;
09/07/2014;0.02;0.32;1.227;2.194;0.4761;1.6677;2.5503;3.374;;;;
10/07/2014;0.016;0.303;1.198;2.15;0.4541;1.6496;2.5359;3.3698;;;;
11/07/2014;0.016;0.304;1.202;2.153;0.4479;1.6398;2.516;3.3366;;;;
14/07/2014;0.021;0.311;1.208;2.152;0.4599;1.6711;2.5468;3.3715;;;;
15/07/2014;0.019;0.31;1.203;2.137;0.4759;1.6876;2.5468;3.3673;;;;
16/07/2014;0.017;0.307;1.191;2.118;0.4839;1.6893;2.526;3.3374;;;;
17/07/2014;0.017;0.291;1.148;2.087;0.4436;1.6167;2.4458;3.2661;;;;
18/07/2014;0.025;0.308;1.154;2.076;0.4777;1.6679;2.4809;3.2881;;;;
21/07/2014;0.022;0.304;1.147;2.067;0.4899;1.6762;2.4674;3.2563;;;;
22/07/2014;0.029;0.318;1.165;2.091;0.4716;1.653;2.4601;3.2498;;;;
23/07/2014;0.025;0.301;1.145;2.071;0.4675;1.6481;2.4655;3.2636;;;;
24/07/2014;0.031;0.324;1.176;2.102;0.4918;1.6945;2.5025;3.2954;;;;
25/07/2014;0.024;0.301;1.146;2.071;0.4877;1.6714;2.4655;3.2385;;;;
28/07/2014;0.031;0.313;1.147;2.054;0.5;1.703;2.4853;3.2547;;;;
29/07/2014;0.028;0.296;1.119;2.011;0.5393;1.6881;2.4601;3.2248;;;;
30/07/2014;0.034;0.327;1.169;2.073;0.5551;1.7676;2.5569;3.3126;;;;
31/07/2014;0.022;0.301;1.154;2.068;0.5276;1.7529;2.5578;3.3167;;;;
01/08/2014;0.018;0.287;1.13;2.05;0.4723;1.6627;2.4925;3.2807;;;;
04/08/2014;0.022;0.295;1.134;2.045;0.4644;1.6479;2.4817;3.288;;;;
05/08/2014;0.026;0.317;1.167;2.068;0.4624;1.6627;2.4844;3.2831;;;;
06/08/2014;0.005;0.266;1.1;1.996;0.4564;1.6479;2.4708;3.27;;;;
07/08/2014;0.004;0.251;1.061;1.945;0.4285;1.5971;2.4114;3.2239;;;;
08/08/2014;0.006;0.257;1.052;1.93;0.4442;1.6233;2.4203;3.2303;;;;
11/08/2014;-0.004;0.254;1.058;1.947;0.4401;1.6151;2.4275;3.2432;;;;
12/08/2014;-0.007;0.244;1.058;1.963;0.432;1.62;2.4491;3.2765;;;;
13/08/2014;-0.011;0.211;1.026;1.945;0.4119;1.5773;2.4166;3.2432;;;;
14/08/2014;0.003;0.221;1.017;1.924;0.4158;1.574;2.4015;3.1917;;;;
